id,text
80,"В статье  <Contrib>  описан и обоснован алгоритм проверки того , что  <Conc>  реестры , задаваемые некоторыми логическими условиями , не пересекаются и  в совокупности охватывают все множество документов  </Conc>   </Contrib>  .  <Contrib>  Освещены особенности программной реализации этого алгоритма  в рамках проекта ИРБИС  </Contrib>  ."
81," <Contrib>   <Task>  Управление предприятием   </Task>  рассматривается как последовательный или сетевой процесс принятия решений в расплывчатых условиях  . Расплывчатость ( нечеткость ) является одним из основных источников неточности в процессах согласованной оптимизации  </Contrib>  . При принятии решений люди в основном оперируют расплывчатыми понятиями и выполняют расплывчатые инструкции . Кроме того , во многих случаях они имеют разные мнения относительно конкретной проблемы и способов ее устранения  . Математический  аппарат  <Method>  нечетких множеств  </Method>  и  <Method>  подход  к принятию решений в  расплывчатых  условиях  </Method>  позволяют создавать системы поддержки принятия решений на таких « продвинутых » на практике информационных технологиях , как « 1С : Предприятие 8.3 » . Принятие решений осуществляет группа принятия решений . Она состоит из центра или исследователя операции , ответственного за решение для всего предприятия , и агентов , отвечающих за решения для своих подразделений . Центр и агенты являются пользователями локальной сети , поддерживающей группу принятия решений . Если центр решает задачу оптимального решения исходя из интересов системы в целом , то это решение в общем случае не будет оптимальным для элементов . Отстаивая свои интересы , элементы будут искажать информацию , представляемую центру , или не прибегать к помощи информационной системы . Чтобы избежать этого , центр должен назначать эле-ментам выгодные для них решения . Однако сделать это одновременно и для центра , и для агентов далеко не всегда удается , поэтому применяется  <Method>  согласованная оптимизация решений  </Method>  .  <Contrib>  Метод  системного анализа принятия решений по  созданию системы электронного документооборота  </Contrib>  основан на  <Method>  принципе  согласованного управления  </Method>  и  законах  <Task>  согласованного планирования   </Task>  , включает  <Method>  эвристические процедуры  </Method>  и  <Method>  нечеткую логику  </Method> ."
82,"Разработана  <Contrib>  система анализа пассажиропотока городского электротранспорта на основе информации об электронной оплате проезда и навигационных данных движения подвижной единицы  </Contrib>  . Задача исследования заключается в  <Goal>  идентификации пассажиропотока в  условиях неопределенности  на основе сопоставления информации об электронной оплате проезда ( транзакции ) и  навигационной системы движения подвижной единицы  ( моменты прохождения через контрольные пункты — остановки )  </Goal> .  <Contrib>  Введено понятие транзакциопотока как множества транзакций , по которым можно определить перемещение пассажиров , оплачивающих проезд по электронной карте  </Contrib>  .  <Contrib>  Показана возможность « склеивания » набора транзакций пересадок в единый маршрут пассажира  </Contrib>  , при этом  <Contrib>  решена  <Task>  задача « последней мили »  </Task>   </Contrib>   :  <Contrib>  определены неизвестные место  и  время прибытия пассажира  </Contrib>  .  <Contrib>  Получены выборочные распределения пассажиропотока городского электротранспорта  , содержащие основную информацию о перемещении пассажира : время  и место начальной и конечной  точек его поездки  </Contrib>  .  <Contrib>  Оценка распределения пассажиропотока городского электротранспорта проведена между административными районами города с привязкой к маршрутной схеме движения трамвая  </Contrib>  . Количество остановок  в каждом административном районе различно , но это позволило определить направленность движения пассажиропотока по районам и загруженность маршрутов , проходящих через несколько районов города .  <Contrib>  Анализ проведен для реального пассажиропотока в рабочий и выходной дни  </Contrib>  . Система работает в условиях неполноты исходных данных ( рассматривается только один вид общественного транспорта ) . В результате группировки остановок по административным районам  <Contrib>  построен OLAP-куб с информацией о маршруте пассажира  </Contrib>  . Статистический анализ куба позволяет  <Use>  определить экстремумы пассажиропотока  </Use> , и городская администрация может сгладить эти экстремумы путем модернизации городской транспортной сети  ."
83," Проблема  <Task>  управления процессами и ресурсами в больших компьютерных системах  </Task> , насчитывающих сегодня десятки и сотни тысяч компонентов , актуальна и практически не решена . Поэтому пользователь вынужден заранее самостоятельно определять необходимое количество компонентов этих систем и так распределять фрагменты параллельной программы на них , чтобы получить ускорение при выполнении программы и в то же время минимизировать объем используемых ресурсов . Однако даже для задач с простой логикой распараллеливания этот способ статического планирования процессов и ресурсов приводит к тому , что среднее использование ресурсов оказывается не более 15—20 % . Статья  посвящена исследованию проблемы  <Task>  прогнозирования загруженности компонентов компьютерных систем  </Task>  с целью  <Goal>  создания адаптивных методов  и  алгоритмов динамического управления ресурсами  </Goal>  и  <Goal>  оптимизации их использования  </Goal>  . В ней  <Contrib>  приведены данные экспериментального исследования прогнозирования загруженности основного ресурса системы — ее процессора  </Contrib>  , которые основаны на различных  <Method>  методах  фильтрации высокочастотного  сигнала  </Method> , каковым является измеряемая загруженность  процессов компьютерных систем . Результаты исследования показывают , что  <Conc>  медианные фильтры имеют наибольшую  точность предсказания загруженности  процессоров  </Conc>  . На их основе  <Contrib>  разработаны адаптивные алгоритмы , предназначенные для оптимизации ресурсов , в частности , количества процессоров , в работе больших компьютерных систем : кластеров , систем управле-ния и обработки информации  </Contrib>  ."
84," Задача  <Task>  расчета возмущений среды ,  вызываемых движением объекта в ней  </Task>  , может ставиться во многих практических случаях и в разных целях : для  <Use>  оценки свойств корпуса и его  обтекания при  проектировании объекта  </Use>  , для  <Use>  расчета параметров движения объекта  </Use>  ( все чаще таким образом натурный  эксперимент  заменяется численным  моделированием  ) ,  <Use>  изучения самих течений  , прорывов плотин  </Use> , при  <Use>  создании технологий обработки жидких материалов  </Use>  , для  <Use>  синтеза 3D-изображения движения объекта во внешней среде  </Use>  . При рассмотрении объектов , движущихся по поверхности воды , встает задача  <Task>   формирования динамической картины  возмущений  на границе раздела двух сред — воды и воздуха  </Task>  . Когда речь идет о синтезе изображений в реальном времени , приемлемое решение должно быть найдено за ограниченное время . Изложенные в данной статье результаты были получены при  <Contrib>  поиске  методов   <Task>  синтеза реалистичного 3D-видеоотображения динамики движения объекта по поверхности  воды  </Task>   </Contrib>  . Рассматривается объект , движущийся со сравнительно невысокой скоростью ( порядка нескольких метров  в секунду ) в поверхностном слое жидкой среды с некоторым ( любым и в общем случае  изменяемым ) заглублением . Требуется рассчитать  возмущение поверхности жидкости ,  обусловленное движением объекта  ."
85,"В настоящее время процесс очистки воды вызывает большой интерес в связи со сложной экологической ситуацией , обусловленной производственной и бытовой деятельностью людей . Очень важно поддерживать качество очистки воды на должном уровне , так как это напрямую влияет на здоровье человека . Поскольку со временем состояние водоисточника может меняться , необходимо  адаптировать  процесс водоочистки к данным изменениям . Требуется постоянно следить не только за состоянием источника поступающей воды , но и за результатами каждой водоочистки . С целью  <Goal>  своевременного реагирования на возможную аномальную ситуацию , при которой показатели качества питьевой воды выходят за допустимые пределы  </Goal>  ,  <Contrib>  разработана система раннего предупреждения  </Contrib>  .  Физико-химические показатели водоисточника и питьевой воды , полученной после очистки  , а  также управляемые факторы  , оказывающие влияние на качество очистки , контролируются регулярно , результаты измерений образуют систему временных рядов . Процедура выявления возможной аномальной ситуации состоит из двух этапов . На первом этапе проводятся  <Contrib>   моделирование и прогнозирование факторов ,  характеризующих состояние  источника водоснабжения  </Contrib>   , на основе  <Method>   подхода векторной авторегрессии  </Method>  . На втором этапе для  <Contrib>  прогнозирования показателей качества питьевой  воды  </Contrib>  используются  кусочно-линейные регрессионные зависимости показателей качества ( с разрывом по отклику ) от  физико-химических параметров источника водоснабжения  и  управляемых параметров , характеризующих  работу  системы водоочистки  . При этом для  каждого показателя качества питьевой воды строится своя модель оптимального порядка на основе моделирующей выборки оптимального объема . Качество работы системы оценивается с применением контрольной выборки ."
86," Комплектация критически важных электронных узлов сложных систем качественной электронной компонентной базой — необходимое условие повышения надежности систем в целом . При этом важно , чтобы однотипные элементы схемы имели одинаковые характеристики , что обеспечивается наилучшим образом , если данные элементы изготовлены в рамках одной производственной партии из одной партии сырья . К различным категориям электронных узлов предъявляются разные требования по количеству используемых в них  партий изделий  . В настоящей работе  <Contrib>  задача   <Task>  выявления производственных партий  в поставляемой партии  изделий по результатам  входных тестовых испытаний   </Task>  рассматривается как задача   <Task>   кластерного анализа  </Task>   </Contrib>  . В статье  <Contrib>  обосновывается выбор прямоугольной метрики в задаче k-средних  </Contrib>  . В работе  <Contrib>  приведена необходимая при этом модификация используемой  <Method>  процедуры локального поиска  </Method>   </Contrib>  .  Даны примеры результатов  работы  системы  автоматической классификации электронных компонентов  по производственным партиям ,  решающей  <Task>   задачи  кластерного анализа  </Task>  на  реальных  данных  с  использованием  <Method>   метода  k-средних  </Method>  с квадратичной евклидовой мерой расстояния и с прямоугольной метрикой . В качестве тестовых данных были  использованы  <Example>  данные тестовых испытаний партий микросхем  </Example>  . Размерность данных — до 2 500 векторов данных , каждый из которых содержит результаты измерений до 230 параметров . Для  визуального представления  результатов классификации  многомерного массива  данных  использовался  <Method>  метод  многомерного масштабирования ( MDS — Multidimensional Scaling  ) </Method>  ."
88,"В работе  <Contrib>  рассматриваются новые подходы к  <Task>  построению моделей  и  логических схем алгоритмов и процедур информационных технологий обработки , анализа и классификации больших потоков астрономических данных об орбитах и траекториях малых тел  </Task>   </Contrib>  . Методология построения таких моделей и схем основана на построении  оценок критериев близости и связанности орбит и траекторий в пространстве возможных состояний с помощью соответствующего  математического аппарата фрактальных размерностей . Логическая , алгоритмическая и содержательная сущности методов и технологий теории заключаются , во-первых , в обработке и анализе  потока данных орбит и траекторий  с тем , чтобы  определить , образует ли он фрактальную структуру  ( если да  , то необходимо определить центры фрактальной связанности потока и получить  оценки индекса информационной связанности орбит или траекторий ) , во-вторых , в выделении монофрактальных структур  в потоке и  классификации их по признаку принадлежности к классам перколирующего фрактала или фрактального агрегата  .   <Method>  Фрактальная  теория информационных технологий обработки , анализа и классификации больших потоков  данных  </Method>  в отличие от традиционных методов и способов позволяет учитывать как свойства регулярности и нерегулярности структуры пространства состояний информационной шкалы данных потока , так и их динамическую и информационную связанность . Формализм и логика теории  позволяют  более полно раскодировать информацию , скрытую в потоках данных астрономических наблюдений или измерений  . В этом случае получается более полная и недеформированная содержательно-смысловая информационная картина объекта исследования , что позволяет дать  , с одной стороны , более полное  математическое и логическое описание пространства возможных состояний наблюдаемых объектов на траекториях их эволюции в условиях замкнутости  , ограничений , обмена и неопределенности , с другой —  математическое описание и отражение распределения наблюдаемых объектов в реальном трехмерном пространстве их расположения как в локальные моменты времени , так и в эволюционном развитии  . Методы и  подходы теории в логических  и  алгоритмических  схемах когнитивных информационных технологий обработки и  анализа потоков данных астрономических наблюдений  и результатов моделирования позволяют отразить , описать и  интерпретировать их как генетическую информацию , которая является носителем доминантных и  рецессивных признаков . Эти признаки определены как доминирующие для технологий раскодирования информации , содержащейся в данных наблюдений и результатах моделирования . Такой подход к математическому описанию и представлению , логической структуризации и организации потоков данных наблюдений и результатов моделирования позволяет выявить скрытые закономерности  ,  которые в рамках традиционных методов  анализа  получить  невозможно ."
89,"В данной статье  <Contrib>  рассматривается разработка системы  <Task>  поддержки принятия решений для учета экологического фактора административным центром при запуске инвестиционного проекта  </Task>  , включая как открытие новых производств , так и расширение действующих мощностей  </Contrib>  .  <Contrib>  Обосновывается необходимость в разработке вышеуказанной системы  </Contrib>  .  <Contrib>  Приводятся требования пользователя к системе и  , соответственно , ее компонентный состав  </Contrib>  :  информационный компонент  ( поиск и  сбор информации  для работы  системы  ) , моделирующий компонент (разработка математической модели и реализации  ее в виде  компьютерной  программы  ) , экспертный компонент ( анализ  результатов , полученных в ходе  работы  моделирующего компонента , и предоставление рекомендаций ) .  <Contrib>  Описывается роль каждого компонента в системе поддержки принятия решений  </Contrib>  . Приводится пример реализации  <Contrib>  разработанной автором системы  </Contrib> ,  позволяющей  <Adv>  облегчить конечному пользователю работу по поиску точного , объективного , научно обоснованного результата  </Adv>  , помогающего администрации  территории  <Use>  вести  взвешенную политику по экономическому развитию  с минимальным причинением  вреда окружающей природной среде  </Use>  . Методика применения системы поддержки принятия решений иллюстрируется на основе использования  <Example>  авторской  разработки « Экологический балансер »  </Example> ."
90,"Опыт разработки и  внедрения САПР  технологии ковки различных типов поковок на молотах и прессах показывает , что в  перечне задач , которые необходимо решать в процессе  автоматизированного проектирования , немало так называемых  трудноформализуемых задач . Эти задачи опытный технолог при неавтоматизированном способе проектирования решает достаточно легко , а разработчики САПР вынуждены закладывать в систему приближенные алгоритмы и предлагать пользователям-технологам вносить свои исправления в полученные решения в режиме активно-го диалога . При таком подходе производственный опыт технолога используется системой только в конкретном варианте проектирования и не обобщается на другие варианты . В то же время сформированная БД ранее спроектированных технологических процессов с участием человека или без него в неявном виде отражает производственный опыт технологов и специфику кузнечного производства предприятия . Задача состоит в том , чтобы использовать эту информацию при  решении трудноформализуемых задач  . Перспективным при этом представляется применение  идей  и    <Method>  методов теории генетических алгоритмов   </Method>  , позволяющих системе использовать опыт предыдущих решений и развиваться на этой основе в процессе эксплуатации . В статье  <Contrib>  описан разработанный генетический алгоритм решения  <Task> задачи проектирования подготовительных переходов ковки валов в САПР технологических процессов ковки на прессах  </Task>   </Contrib>  . Данный алгоритм обладает свойствами  <Adv>  самоусовершенствования   </Adv>  и   <Adv>  автоподстройки к реальным условиям производства  </Adv>  , что , в свою очередь , позволит   <Adv>  избавить пользователей САПР от необходимости внесения большого количества корректировок в  результаты  проектирования  </Adv>  . Описанный в статье подход к разработке генетических алгоритмов  может быть использован и при решении других   <Use>   трудноформализуемых задач проектирования технологии ковки  </Use>  ."
91," <Contrib>  Предложенный  подход к  <Task>  систематизации исходной информации о проектируемых изделиях по  разным ценовым группам  </Task>  ( высокой , средней  или низкой )  </Contrib>  и использование компьютерных технологий открывают новые перспективы для совершенствования в области  <Use>  технологической подготовки производства и выпускаемых видов продукции  </Use>  , для  <Use>  внедрения новой техники </Use> ,   <Use>  механизации и автоматизации процессов производства  </Use> ,  <Adv>  обеспечивая конкурентоспособность и качество продукции  </Adv>  ."
93,"Эффективность информационных технологий при  <Task>  управлении многоагентной системой  </Task>  в условиях неопределенности зависит от того , как агенты с их помощью формируют субъективные представления о свойствах ситуации вы-бора . Для формирования « правильного представления » агент ( субъект ) организует сбор информации для « снятия » различного рода неопределенностей и формирования гипотетической модели ситуации выбора . Цель данной работы —  <Goal>  развитие  методов моделирования  , направленных на  выявление психических стратегий конкретного агента путем анализа его поведения  ,  речевых паттернов  ,невербальных реакций в ситуациях  целеустремленного  состояния , выбора  и реализации способов действия  </Goal>  . Это предполагает интерактивное взаимодействие исследователя и агента . В процессе взаимодействия выявляются специфичные когнитивные , лингвистические и поведенческие навыки , которые использует субъект в ситуациях выбора для достижения желаемых результатов . Они , в свою очередь , отражают систему ценностей , норм , способностей , убеждений и знаний , присущих конкретному субъекту . Эти структуры выражаются в процедурах формирования решений и реализации их в поведении , поэтому представляют интерес разработка математических моделей ,  учитывающих поведение агента  , на основе теории нечетких систем и теории отношений и  обоснование возможности  применения нечетких мер для включения субъективных оценок в модель выбора . Выбранные авторами методы исследования : общая методология и  <Method>   методы системного анализа  </Method>  ,   <Method>  аналитического моделирования  </Method>  , а  также      <Method>   методы теорий множеств   </Method>   ,  <Method>  активных систем  </Method>  ,  <Method>  принятия решений  </Method>  ,  <Method>  искусственного интеллекта  </Method> ,   <Method>   нечетких систем   </Method>  и   <Method>   нечеткого логического  вывода   </Method>   ,  <Method>  теории игр  </Method> . В работе  <Contrib>  исследованы структура и виды представлений агента о ситуации целеустремленного состояния  </Contrib>  .  <Contrib>  Формализована модель выбора на основе субъективных представлений  о реальности  </Contrib>  . Показано , что   <Conc>  описание представлений средствами языка , которым располагает агент , образует модель  оценку которой он делает с помощью термов лингвистическойпеременной « убежденность в полезности »  </Conc>   . Такая оценка выражает уверенность  агента в полезности модели-представления для перехода из одного целеустремленного состояния в другое .  <Contrib>  Показано , как изменяется эта оценка при поступлении новой информации  </Contrib>  . Для вычисления функций принадлежности предложено использовать  <Method>  композиционное  правило  Заде  </Method>  .  <Contrib>  Введены оценки для описания уровня убежденности и степени сомнения агента в полезности своих представлений  </Contrib>  .  Показано , что  <Conc>  для случая  , когда агент оценивает свои представления набором параметров , в условиях неопределенности оценку качества представлений можно выполнить с помощью нечеткого интеграла  </Conc> . Такой прием позволил  <Contrib>  предложить  алгоритм  формирования определенного уровня убежденности агента  в полезности  его представлений  </Contrib>  .  Описано применение в задачах  <Use>  медицинской диагностики  </Use>  ."
94,"Особенности многономенклатурного производства наукоемких изделий обусловлены тем , что одновременно выполняется большое число заказов и при этом решаются задачи развития ( эволюции ) производства . Выполнение заказов должно осуществляться в русле некоторой концептуальной схемы , определяющей перспективные и тактические цели производства . Функционирование многономенклатурного производства происходит в условиях неопределенности , когда руководитель не может точно  определить состояние внешней среды и , как следствие , испытывает трудности при выборе способа действия . Для  <Task>  снятия неопределенности при принятии решений  </Task>  используются субъективные оценки как ситуации , так и варианта решения , полученные на основе согласования мнений всех заинтересованных в выполнении заказа сторон . Такая проблема связана прежде всего с различием в восприятии ситуации выбора при выполнении заказов производственным персоналом структурных единиц производства . Для решения этой проблемы в качестве теоретической основы  <Contrib>  предложены информационная теория иерархических систем и теория активных систем  </Contrib>  . Однако разработка практически пригодных моделей принятия решения в иерархических системах , где в силу общности целей и интересов нет антагонистических противоречий , далека от завершения . По убеждению авторов , решение этой проблемы лежит в специфике современного наукоемкого производства , функционирующего в условиях риска , неопределенности и динамики как внешней , так и внутренней среды . В работе  <Contrib>  даны математическая постановка и описание  <Task>  задачи принятия согласованных решений  </Task>   </Contrib>  , предполагающие , что агенты ,  управляющие своими подсистемами  , на уровне своих представлений хорошо знают и чувствуют свои объекты управления , что  позволяет им « проигрывать » производственные ситуации и оценивать полезность вариантов способов  действия.  <Contrib>  Показаны модель и алгоритм принятия согласованных решений  </Contrib>  , и на основе их реализации представлен пример использования методики на базовом предприятии ."
95,"В статье  <Contrib>  описывается гибкая архитектура системы управления умным домом , интегрированной в облачную среду  </Contrib>  . Данная облачная среда предоставляет пользователям инфраструктуру для  <Use>  удаленного управления исполнительными устройствами  </Use>  и для  <Use>  мониторинга и обработки данных с различных датчиков  </Use>  , которые составляют систему умного дома . В работе приведены преимущества , которые получают конечные пользователи от интеграции своих умных домов в облако . Удаленное управление при этом возможно с мобильных и стационарных устройств либо через Интернет , либо через домашнюю локальную сеть . Представленная архитектура соответствует концепции « Интернет вещей » . В статье  <Contrib>  приводится типовая архитектура аппаратной составляющей системы управления умным домом  </Contrib>  , состоящая из трех уровней автоматизации .  <Contrib>  Рассматривается предложенная автором аппаратная схема системы управления умным домом , интегрированной в облако  </Contrib>  , состоящая из пяти  уровней автоматизации .  <Contrib>  Подробно описываются все компоненты системы управления умным домом  ( облачный сервер , домашний сервер , контроллер , устройства управления и конечное оборудование ) и способы их взаимодействия между собой  </Contrib>  .  <Contrib>  Помимо  аппаратной составляющей архитектуры системы управления умным домом  , рассматривается и программная составляющая  </Contrib>  . Для взаимодействия устройств управления , облачного и домашнего серверов необходимо применение технологии веб-сервисов . После проведенного анализа выявлено , что  <Conc>  предпочтительным вариантом является использование  <Tool>  RESTful веб-сервиса  </Tool>  : запрос и передача данных осуществляются в  <Tool>  формате JSON  </Tool>   через  <Method>  HTTP-запросы ( GET и POST )  </Method>   </Conc>  . В данной работе также  <Contrib>  приводится  алгоритм  выполнения функции удаленного управления умным домом  </Contrib>  ."
