id,text
10_5,"В статье  <Contrib>  рассматривается управляемое движение беспилотного летательного аппарата (БПЛА) вертикального взлета и посадки, типа конвертоплан, с тремя управляемыми приводами, причем поворотными являются все винты с двигателями  </Contrib> . БПЛА оснащен стреловидным крылом, расчет аэродинамических параметров которого осуществлялся в  <Tool> программном пакете XFLR5 </Tool>  с учетом массогабаритных требований.  <Contrib> Определены коэффициенты подъемной силы и сопротивления БПЛА в зависимости от угла атаки на основании вихревого метода </Contrib> ,  <Contrib> выполнен анализ влияния профиля крыла на расчетные аэродинамические характеристики </Contrib> .  <Contrib> Предложена методика синтеза энергоэффективных параметров тяговых усилий винтов электроприводов, обеспечивающих снижение энергопотребления, повышая точность системы автоматического управления </Contrib> ."
10_5,"В статье  <Contrib>  рассматривается управляемое движение беспилотного летательного аппарата (БПЛА) вертикального взлета и посадки, типа конвертоплан, с тремя управляемыми приводами, причем поворотными являются все винты с двигателями  </Contrib> . БПЛА оснащен стреловидным крылом, расчет аэродинамических параметров которого осуществлялся в  <Tool> программном пакете XFLR5 </Tool>  с учетом массогабаритных требований.  <Contrib> Определены коэффициенты подъемной силы и сопротивления БПЛА в зависимости от угла атаки на основании вихревого метода </Contrib> ,  <Contrib> выполнен анализ влияния профиля крыла на расчетные аэродинамические характеристики </Contrib> .  <Contrib> Предложена методика синтеза энергоэффективных параметров тяговых усилий винтов электроприводов, обеспечивающих снижение энергопотребления, повышая точность системы автоматического управления </Contrib> ."
10_6," <Contrib> Рассматривается архитектура и концепция  <Task> построения автоматизированной системы дистанционного контроля герметичности </Task> , в частности — сбора и обработки информации </Contrib> . Как показывает практика, разработка подобных систем является длительным и трудоемким процессом, включающим в себя управление разнородным оборудованием и анализ большого количества данных. Для реализации задачи предлагается использовать  <Tool> промышленный стандарт SCADA </Tool> ,  <Tool> универсальные протоколы обмена данными </Tool> , а для обработки данных —  <Tool> системы управления базами данных с открытым кодом </Tool>  и  <Method> алгоритмы кластерного анализа </Method> .  <Contrib> Рассмотрен характер течения газа через сквозные дефекты и его связь с чувствительностью контроля </Contrib> .  <Contrib> Приведен универсальный подход, позволяющий разработать масштабируемую проблемно-ориентированную систему </Contrib> . Данный  <Adv> подход учитывает особенности информации, получаемой и обрабатываемой в процессе контроля герметичности </Adv> ."
10_6," <Contrib> Рассматривается архитектура и концепция  <Task> построения автоматизированной системы дистанционного контроля герметичности </Task> , в частности — сбора и обработки информации </Contrib> . Как показывает практика, разработка подобных систем является длительным и трудоемким процессом, включающим в себя управление разнородным оборудованием и анализ большого количества данных. Для реализации задачи предлагается использовать  <Tool> промышленный стандарт SCADA </Tool> ,  <Tool> универсальные протоколы обмена данными </Tool> , а для обработки данных —  <Tool> системы управления базами данных с открытым кодом </Tool>  и  <Method> алгоритмы кластерного анализа </Method> .  <Contrib> Рассмотрен характер течения газа через сквозные дефекты и его связь с чувствительностью контроля </Contrib> .  <Contrib> Приведен универсальный подход, позволяющий разработать масштабируемую проблемно-ориентированную систему </Contrib> . Данный  <Adv> подход учитывает особенности информации, получаемой и обрабатываемой в процессе контроля герметичности </Adv> ."
10_7, <Contrib> Показана возможность контроля деградации лазерной гетероструктуры </Contrib>  путем  <Method> анализа диаграммы направленности лазерного диода </Method>  с использованием экспериментально определенного значения показателя преломления волноводного слоя.
10_7, <Contrib> Показана возможность контроля деградации лазерной гетероструктуры </Contrib>  путем  <Method> анализа диаграммы направленности лазерного диода </Method>  с использованием экспериментально определенного значения показателя преломления волноводного слоя.
10_8,"Статья посвящена  <Contrib> философскому осмыслению проблемы  <Task> внедрения информационных технологий в процесс обучения </Task>  </Contrib> .  <Contrib> Рассмотрены различные направления, достижения, проблемы и постулаты современного образования, в том числе и не подлежащие компьютеризации </Contrib> ."
10_8,"Статья посвящена  <Contrib> философскому осмыслению проблемы  <Task> внедрения информационных технологий в процесс обучения </Task>  </Contrib> .  <Contrib> Рассмотрены различные направления, достижения, проблемы и постулаты современного образования, в том числе и не подлежащие компьютеризации </Contrib> ."
10_9,"В статье  <Contrib> рассказано, как можно провести реальную лабораторную работу по физике (механике) с привлечением современных математических пакетов, в частности  <Tool> пакета Mathcad </Tool>  </Contrib> .  <Contrib> Рассматриваются методы решения задач статики, кинематики и динамики с использованием анализа сил, действующих на материальные точки ( <Method> ньютоновский подход </Method> ), и с минимизацией энергии ( <Method> метод Лагранжа </Method> ) </Contrib> .  <Contrib> Описаны методы визуализации решений с помощью статической графики и динамической анимации с отображением траекторий движущихся материальных точек </Contrib> ."
10_9,"В статье  <Contrib> рассказано, как можно провести реальную лабораторную работу по физике (механике) с привлечением современных математических пакетов, в частности  <Tool> пакета Mathcad </Tool>  </Contrib> .  <Contrib> Рассматриваются методы решения задач статики, кинематики и динамики с использованием анализа сил, действующих на материальные точки ( <Method> ньютоновский подход </Method> ), и с минимизацией энергии ( <Method> метод Лагранжа </Method> ) </Contrib> .  <Contrib> Описаны методы визуализации решений с помощью статической графики и динамической анимации с отображением траекторий движущихся материальных точек </Contrib> ."
11_0,"При рассмотрении какой-либо структуры подразумевается, что части этой структуры должны для достижения цели функционировать совместно с некоторой степенью согласованности. В частности, мы имеем в виду динамические системы, в которых есть действие и взаимодействие между составными частями и их функциями, а также присутствуют трение и сопротивление. Природные системы, такие как клетки в наших телах, и искусственные системы, такие как часы, строятся иерархически таким образом, чтобы различные части на каждом уровне работали согласованно. При этом есть функции, выполняемые каждой группой, для достижения определенной цели. Набор функций, выполняющихся совместно, определяет структуру, через которую проходят материалы или энергия. Число функций, которые могут выполняться совместно, определяется согласованностью взаимодействия этих функций. Согласованность этих функций зависит от числа взаимодействующих компонентов: чем их больше, тем выше вероятность несогласованности. Насколько большим должно быть число функций для достижения цели? Ответ на этот вопрос имеет большое значение для построения как физических, так и социальных систем. В этой статье с помощью математики и соответствующих примеров мы показываем, что  <Conc> семь или восемь, по-видимому, является максимальным числом компонент сложной системы </Conc> ."
11_0,"При рассмотрении какой-либо структуры подразумевается, что части этой структуры должны для достижения цели функционировать совместно с некоторой степенью согласованности. В частности, мы имеем в виду динамические системы, в которых есть действие и взаимодействие между составными частями и их функциями, а также присутствуют трение и сопротивление. Природные системы, такие как клетки в наших телах, и искусственные системы, такие как часы, строятся иерархически таким образом, чтобы различные части на каждом уровне работали согласованно. При этом есть функции, выполняемые каждой группой, для достижения определенной цели. Набор функций, выполняющихся совместно, определяет структуру, через которую проходят материалы или энергия. Число функций, которые могут выполняться совместно, определяется согласованностью взаимодействия этих функций. Согласованность этих функций зависит от числа взаимодействующих компонентов: чем их больше, тем выше вероятность несогласованности. Насколько большим должно быть число функций для достижения цели? Ответ на этот вопрос имеет большое значение для построения как физических, так и социальных систем. В этой статье с помощью математики и соответствующих примеров мы показываем, что  <Conc> семь или восемь, по-видимому, является максимальным числом компонент сложной системы </Conc> ."
11_1,"В статье  <Contrib> предложена методика анализа критических ситуаций, возникающих на многих предприятиях в связи с запретами на импорт зарубежной продукции и материалов </Contrib> . В работе  <Contrib> описаны возможные подходы к проблемам замещения импортной техники </Contrib> ,  <Contrib> предложена методика выработки управленческих решений на основе анализа финансовой и патентной информации </Contrib> ,  <Contrib> рассмотрены причинно-следственные аспекты возможных решений </Contrib> , приведен пример применения предложенной методики в конкретной ситуации."
11_1,"В статье  <Contrib> предложена методика анализа критических ситуаций, возникающих на многих предприятиях в связи с запретами на импорт зарубежной продукции и материалов </Contrib> . В работе  <Contrib> описаны возможные подходы к проблемам замещения импортной техники </Contrib> ,  <Contrib> предложена методика выработки управленческих решений на основе анализа финансовой и патентной информации </Contrib> ,  <Contrib> рассмотрены причинно-следственные аспекты возможных решений </Contrib> , приведен пример применения предложенной методики в конкретной ситуации."
11_2, <Contrib> Рассмотрены прямые методы  <Task> решения систем линейных алгебраических уравнений (СЛАУ) </Task>  </Contrib>  в системах компьютерной математики  <Tool> MathCAD Prime </Tool>  и  <Tool> MathCAD 14 </Tool> . Приведены примеры использования встроенных функций c оценкой их погрешности на примере  <Example> глобальной интерполяции каноническим полиномом  </Example> .
11_2, <Contrib> Рассмотрены прямые методы  <Task> решения систем линейных алгебраических уравнений (СЛАУ) </Task>  </Contrib>  в системах компьютерной математики  <Tool> MathCAD Prime </Tool>  и  <Tool> MathCAD 14 </Tool> . Приведены примеры использования встроенных функций c оценкой их погрешности на примере  <Example> глобальной интерполяции каноническим полиномом  </Example> .
11_3,"Данная статья посвящена  <Contrib> реализации проблемно-ориентированного транслирующего средства в рамках систем непрерывного моделирования </Contrib> . Построение переходных процессов осуществляется по формальному описанию объекта, предлагаемому в виде набора обыкновенных дифференциальных и алгебраических уравнений.  <Adv> Предусмотрена возможность изменения методов и условий интегрирования </Adv> ."
11_3,"Данная статья посвящена  <Contrib> реализации проблемно-ориентированного транслирующего средства в рамках систем непрерывного моделирования </Contrib> . Построение переходных процессов осуществляется по формальному описанию объекта, предлагаемому в виде набора обыкновенных дифференциальных и алгебраических уравнений.  <Adv> Предусмотрена возможность изменения методов и условий интегрирования </Adv> ."
11_4,"В данной статье  <Contrib> рассматривается понятие перспективы с точки зрения геометрии и искусства </Contrib> .  <Contrib> Представлены различных виды перспектив на предмет корректного изображения объектов с учетом искажения их формы, размеров и расположения в пространстве </Contrib> .  <Contrib> Исследуется разработка компьютерной модели, позволяющей пользователю осуществлять деформацию привычных перспектив с целью корректного отображения объектов или достижения желаемого художественного эффекта </Contrib> ."
11_4,"В данной статье  <Contrib> рассматривается понятие перспективы с точки зрения геометрии и искусства </Contrib> .  <Contrib> Представлены различных виды перспектив на предмет корректного изображения объектов с учетом искажения их формы, размеров и расположения в пространстве </Contrib> .  <Contrib> Исследуется разработка компьютерной модели, позволяющей пользователю осуществлять деформацию привычных перспектив с целью корректного отображения объектов или достижения желаемого художественного эффекта </Contrib> ."
11_5,"В статье  <Contrib> рассмотрен алгоритм создания виртуальной объемной модели </Contrib>  в  <Tool> системе трехмерного компьютерного моделирования Autodesk Inventor </Tool> , объясняющей применение способа замены плоскостей проекций. Электронные модели помогают  <Use> мысленно преобразовать информацию в двумерном измерении в трехмерный образ и наоборот — трехмерный образ в двумерное изображение </Use> . Решение графические задач в пространстве  <Adv> облегчает процесс установления содержания и последовательности тех пространственных операций, при помощи которых определяются искомые элементы </Adv> ."
