id,token,tag,nested_1,nested_2,wiki_id
173,-,I-TERM,I-TERM,,
174,излучения,I-TERM,I-TERM,,
175,оказалось,O,,,
176,",",O,,,
177,что,O,,,
178,квадратичный,O,,,
179,однородный,O,,,
180,B,B-TERM,,,"Q2083109:180,181,182"
181,-,I-TERM,,,
182,сплайн,I-TERM,,,
183,с,O,,,
184,интервалом,O,,,
185,узлов,O,,,
186,7,O,,,
187,показал,O,,,
188,лучшие,O,,,
189,результаты,O,,,
190,в,O,,,
191,достижении,O,,,
192,цели,O,,,
193,улучшения,O,,,
194,качественной,O,,,
195,оценки,O,,,
196,.,O,,,
197,Таким,O,,,
198,образом,O,,,
199,",",O,,,
200,разработан,O,,,
201,алгоритм,B-TERM,,,Q8366:201
202,дополнительной,O,,,
203,предобработки,O,,,
204,",",O,,,
205,уменьшающий,O,,,
206,флуктуацию,B-TERM,,,Q402478:206
207,спектров,B-TERM,B-TERM,,Q62531:207
208,гамма,I-TERM,B-TERM,,"Q11523:208,209,210"
209,-,I-TERM,I-TERM,,
210,излучения,I-TERM,I-TERM,,
211,",",O,,,
212,для,O,,,
213,улучшения,O,,,
214,качественной,O,,,
215,оценки,O,,,
216,результатов,O,,,
217,такого,O,,,
218,геофизического,O,,,
219,исследования,O,,,
220,",",O,,,
221,как,O,,,
222,импульсный,B-TERM,,,
223,нейтронный,I-TERM,,,
224,гамма,I-TERM,,,
225,-,I-TERM,,,
226,каротаж,I-TERM,,,
227,.,O,,,
