id,token,tag,nested_1,nested_2,wiki_id
123,графического,B-TERM,,,"Q782543:123,124"
124,интерфейса,I-TERM,,,
125,с,O,,,
126,возможностью,O,,,
127,сохранять,O,,,
128,метаинформацию,B-TERM,,,
129,эксперимента,I-TERM,,,
130,в,O,,,
131,независимом,O,,,
132,от,O,,,
133,платформы,B-TERM,,,Q241317:133
134,формате,B-TERM,,,
135,и,O,,,
136,исполнять,O,,,
137,в,O,,,
138,закрытых,O,,,
139,системах,B-TERM,,,Q2429814:139
140,.,O,,,
141,В,O,,,
142,предлагаемом,O,,,
143,решении,O,,,
144,используется,O,,,
145,модельно,B-TERM,,,
146,-,I-TERM,,,
147,ориентированный,I-TERM,,,
148,подход,I-TERM,B-TERM,,
149,.,O,,,
150,В,O,,,
151,основе,O,,,
152,платформенно,B-TERM,,,
153,-,I-TERM,,,
154,независимой,I-TERM,,,
155,модели,I-TERM,,,
156,лежит,O,,,
157,открытый,O,,,
158,формат,O,,,
159,эксперимента,B-TERM,B-TERM,,"Q7256288:159,160"
160,PsychoPy,I-TERM,B-TERM,,
161,.,O,,,
162,Для,O,,,
163,исполнения,O,,,
164,полученного,O,,,
165,сценария,B-TERM,,,Q613417:165
166,используется,O,,,
167,платформа,B-TERM,B-TERM,,
168,Neurobs,I-TERM,B-TERM,,
169,Presentation,I-TERM,I-TERM,,
170,.,O,,,
171,С,O,,,
172,помощью,O,,,
173,преобразования,O,,,
174,общей,B-TERM,,,
175,модели,I-TERM,,,
176,сценария,I-TERM,,,
177,эксперимента,I-TERM,,,
178,в,O,,,
179,модель,B-TERM,,,
180,платформы,I-TERM,,,
181,и,O,,,
182,описания,O,,,
183,синтаксической,B-TERM,,,
184,структуры,I-TERM,,,
185,предметно,B-TERM,,,"Q691358:185,186,187,188,189"
186,-,I-TERM,,,
187,ориентированного,I-TERM,,,
188,языка,I-TERM,B-TERM,B-TERM,
189,Presentation,I-TERM,I-TERM,B-TERM,
190,автоматически,O,,,
191,формируется,O,,,
192,программный,B-TERM,,,"Q128751:192,193"
193,код,I-TERM,,,
194,.,O,,,
195,Реализация,O,,,
196,данного,O,,,
197,подхода,B-TERM,,,Q1799072:197
198,может,O,,,
199,быть,O,,,
200,расширена,O,,,
201,для,O,,,
202,других,O,,,
203,систем,B-TERM,,,
204,представления,I-TERM,,,
205,стимулов,I-TERM,,,
206,.,O,,,
