id,token,tag,nested_1,nested_2,wiki_id
77,база,B-TERM,,,
78,практики,I-TERM,B-TERM,,Q6500754:78
79,внешняя,O,,,
80,",",O,,,
81,т,O,,,
82,.,O,,,
83,е,O,,,
84,.,O,,,
85,не,O,,,
86,входит,O,,,
87,в,O,,,
88,организационную,B-TERM,,,
89,структуру,I-TERM,,,
90,образовательного,I-TERM,B-TERM,,"Q2385804:90,91"
91,учреждения,I-TERM,I-TERM,,
92,",",O,,,
93,то,O,,,
94,с,O,,,
95,ней,O,,,
96,должен,O,,,
97,быть,O,,,
98,заключен,O,,,
99,договор,B-TERM,,,Q93288:99
100,.,O,,,
101,В,O,,,
102,статье,O,,,
103,представлен,O,,,
104,опыт,O,,,
105,разработки,O,,,
106,и,O,,,
107,внедрения,O,,,
108,в,O,,,
109,НИУ,O,,,
110,МЭИ,O,,,
111,информационной,B-TERM,,,"Q121182:111,112"
112,системы,I-TERM,,,
113,",",O,,,
114,автоматизирующей,O,,,
115,процесс,B-TERM,,,
116,распределения,I-TERM,,,
117,студентов,I-TERM,B-TERM,,Q315247:117
118,по,O,,,
119,базам,B-TERM,,,
120,практик,I-TERM,B-TERM,,Q6500754:120
121,и,O,,,
122,подготовку,O,,,
123,сопутствующей,O,,,
124,документации,B-TERM,,,Q788790:124
125,.,O,,,
126,Программная,O,,,
127,реализация,O,,,
128,включает,O,,,
129,модуль,B-TERM,B-TERM,,Q11883090:129
130,импорта,I-TERM,,,
131,данных,I-TERM,,,
132,из,O,,,
133,других,O,,,
134,информационных,B-TERM,,,"Q121182:134,135"
135,систем,I-TERM,,,
136,",",O,,,
137,модуль,B-TERM,B-TERM,,Q11883090:137
138,редактирования,I-TERM,,,
139,календарного,I-TERM,B-TERM,,
140,графика,I-TERM,I-TERM,,
141,практик,I-TERM,I-TERM,B-TERM,Q6500754:141
142,",",O,,,
143,модуль,B-TERM,B-TERM,B-TERM,Q11883090:143
144,ведения,I-TERM,I-TERM,,
145,справочной,I-TERM,I-TERM,,
146,информации,I-TERM,I-TERM,,
147,о,I-TERM,,,
148,предприятиях,I-TERM,B-TERM,,
149,-,I-TERM,I-TERM,,
150,партнёрах,I-TERM,I-TERM,,
151,",",O,,,
152,модуль,B-TERM,B-TERM,,Q11883090:152
153,формирования,I-TERM,B-TERM,,
154,и,I-TERM,,,
155,согласования,I-TERM,B-TERM,,
156,заявок,I-TERM,I-TERM,,
157,с,O,,,
158,распределением,O,,,
159,студентов,B-TERM,,,Q315247:159
160,",",O,,,
161,модуль,B-TERM,B-TERM,,Q11883090:161
162,подготовки,I-TERM,,,
163,печатных,I-TERM,,,
164,форм,I-TERM,,,
165,документов,I-TERM,,,
166,",",O,,,
167,модуль,B-TERM,B-TERM,,Q11883090:167
168,построения,I-TERM,,,
169,статистической,I-TERM,,,
170,отчётности,I-TERM,,,
171,.,O,,,
172,Статья,O,,,
173,описывает,O,,,
174,работу,O,,,
175,каждого,O,,,
176,из,O,,,
177,модулей,B-TERM,,,Q11883090:177
178,",",O,,,
179,отмечаются,O,,,
180,их,O,,,
181,преимущества,O,,,
182,перед,O,,,
183,ручной,B-TERM,,,
184,обработкой,I-TERM,,B-TERM,"Q750843:184,185"
185,данных,I-TERM,,I-TERM,
186,.,O,,,
187,Раскрыты,O,,,
188,некоторые,O,,,
189,технические,B-TERM,,,
190,решения,I-TERM,,,
191,и,O,,,
192,характеристики,B-TERM,,,
193,программной,I-TERM,B-TERM,,"Q2429814:193,194"
194,системы,I-TERM,I-TERM,,
195,",",O,,,
196,отдельное,O,,,
197,внимание,O,,,
198,уделено,O,,,
199,разграничению,B-TERM,,,
200,прав,I-TERM,B-TERM,,"Q1172314:200,201"
201,доступа,I-TERM,I-TERM,,
202,.,O,,,
