id,token,tag,nested_1,nested_2,wiki_id
114,:,O,,,
115,распределение,B-TERM,,,
116,степеней,I-TERM,,,
117,вершин,I-TERM,,,
118,",",O,,,
119,попарное,B-TERM,,,
120,распределение,I-TERM,,,
121,степеней,I-TERM,,,
122,вершин,I-TERM,,,
123,",",O,,,
124,средняя,B-TERM,,,
125,степень,I-TERM,,,
126,соседних,I-TERM,,,
127,вершин,I-TERM,,,
128,",",O,,,
129,коэффициент,B-TERM,,,"Q898680:129,130"
130,кластеризации,I-TERM,,,
131,",",O,,,
132,спектр,B-TERM,,,
133,кластеризации,I-TERM,,,
134,",",O,,,
135,частота,B-TERM,,,
136,структурных,I-TERM,,,
137,мотивов,I-TERM,,,
138,различных,O,,,
139,размеров,O,,,
140,и,O,,,
141,др,O,,,
142,.,O,,,
143,Разработанная,O,,,
144,система,B-TERM,,,
145,построена,O,,,
146,по,O,,,
147,архитектуре,B-TERM,,,"Q146813:147,148,149,150"
148,клиент,I-TERM,,,
149,-,I-TERM,,,
150,сервер,I-TERM,,,
151,и,O,,,
152,состоит,O,,,
153,из,O,,,
154,плагина,B-TERM,B-TERM,,Q184148:154
155,Cytoscape,I-TERM,B-TERM,,
156,и,O,,,
157,удаленного,B-TERM,,,
158,вычислительного,I-TERM,,,
159,сервиса,I-TERM,,,
160,.,O,,,
161,Взаимодействие,O,,,
162,между,O,,,
163,клиентом,B-TERM,,,Q528166:163
164,и,O,,,
165,сервером,B-TERM,,,Q1371279:165
166,реализовано,O,,,
167,посредством,O,,,
168,фреймворка,B-TERM,B-TERM,,"Q26356541:168,169"
169,gRPC,I-TERM,B-TERM,,
170,с,O,,,
171,применением,O,,,
172,протокола,B-TERM,B-TERM,,"Q1645574:172,173,174,175,176,177"
173,сериализации,I-TERM,I-TERM,,
174,структурированных,I-TERM,I-TERM,,
175,данных,I-TERM,I-TERM,,
176,Protocol,I-TERM,B-TERM,,
177,Buffers,I-TERM,I-TERM,,
178,.,O,,,
179,Система,B-TERM,,,
180,позволяет,O,,,
181,асинхронно,O,,,
182,конструировать,O,,,
183,структурные,B-TERM,B-TERM,,"Q1979154:183,184"
184,модели,I-TERM,I-TERM,,
185,заданных,I-TERM,,,
186,биологических,I-TERM,B-TERM,,
187,сетей,I-TERM,I-TERM,B-TERM,
188,в,O,,,
189,виде,O,,,
190,случайных,B-TERM,,,"Q910404:190,191"
191,графов,I-TERM,,,
192,посредством,O,,,
193,программ,B-TERM,B-TERM,,
194,Random,I-TERM,B-TERM,,
195,Network,I-TERM,I-TERM,,
196,Generator,I-TERM,I-TERM,,
197,и,O,,,
198,GTrie,B-TERM,,,
199,Scanner,I-TERM,,,
200,.,O,,,
201,Результат,O,,,
202,построения,O,,,
203,может,O,,,
204,быть,O,,,
205,загружен,O,,,
206,для,O,,,
207,визуализации,B-TERM,,,Q451553:207
208,и,O,,,
209,анализа,B-TERM,,,Q217602:209
210,средствами,O,,,
211,пакета,B-TERM,B-TERM,,
212,Сytoscape,I-TERM,B-TERM,,
213,.,O,,,
214,С,O,,,
215,использованием,O,,,
216,разработанной,O,,,
217,системы,B-TERM,,,
218,проведен,O,,,
219,вычислительный,B-TERM,,,
220,эксперимент,I-TERM,,,
221,по,O,,,
222,реконструкции,B-TERM,,,
223,структурных,I-TERM,B-TERM,,"Q1979154:223,224"
224,моделей,I-TERM,I-TERM,,
225,ряда,I-TERM,,,
226,биологических,I-TERM,B-TERM,,
227,сетей,I-TERM,I-TERM,B-TERM,
228,",",O,,,
229,для,O,,,
230,которых,O,,,
231,удалось,O,,,
232,построить,O,,,
233,алгоритм,B-TERM,,,
234,предсказания,I-TERM,,,
235,времени,I-TERM,,,
236,расчетов,I-TERM,,,
237,структурных,I-TERM,B-TERM,,"Q1979154:237,238"
238,моделей,I-TERM,I-TERM,,
239,.,O,,,
